image_id,text,word_length,image_mean,img_width,img_height,occur
l01-030-05-06,been,4,223.46281908990008,204,106,373
l01-030-05-08,in,2,249.87453630100688,136,111,1799
l01-030-05-09,the,3,212.86577235772359,100,123,5825
l01-030-06-01,her,3,224.0148115397369,166,109,410
l01-030-06-04,her,3,221.4167056986729,122,105,410
l01-030-07-00,to,2,223.72340425531914,94,121,2647
l01-030-07-05,she,3,233.6735278080698,131,112,258
l01-030-07-08,was,3,212.05917159763317,169,39,1135
l01-030-08-01,her,3,215.74807480748075,153,101,410
l01-050-00-02,had,3,219.3770620581304,134,57,732
l01-050-00-04,at,2,215.00243161094227,70,47,560
l01-050-00-07,I,1,229.9926829268293,41,50,648
l01-050-00-08,had,3,214.2335338345865,133,50,732
l01-050-00-09,to,2,235.20517838326057,73,91,2647
l01-050-01-01,it,2,229.03323932312648,73,68,702
l01-050-01-03,I,1,228.9281832298137,46,56,648
l01-050-01-04,was,3,216.7238175675676,148,48,1135
l01-050-01-06,to,2,213.89642018779344,71,48,2647
l01-050-01-08,him,3,226.73386594729197,122,79,244
l01-050-01-09,as,2,207.8685837971552,77,42,702
l01-050-02-00,he,2,205.29206963249518,66,47,885
l01-050-02-01,had,3,204.2848447961047,124,53,732
l01-050-02-04,to,2,213.27806122448985,64,49,2647
l01-050-02-06,me,2,206.10353130016048,89,42,143
l01-050-03-03,and,3,218.8046357615894,151,58,2473
l01-050-03-06,were,4,213.24506816359263,145,43,306
l01-050-03-08,on,2,206.68159037754762,73,41,697
l01-050-04-04,that,4,216.82357456140357,160,57,1127
l01-050-04-05,they,4,229.386785009862,130,117,269
l01-050-04-07,not,3,222.6778895768834,136,57,479
l01-050-05-01,him,3,228.5928903935675,139,85,244
l01-050-05-04,I,1,229.99017295597488,48,53,648
l01-050-05-05,told,4,213.4752453166816,152,59,100
l01-050-05-07,to,2,215.76151761517616,82,54,2647
l01-050-05-09,at,2,208.2194871794872,75,52,560
l01-050-06-01,and,3,216.3259398496241,140,57,2473
l01-050-06-04,what,4,220.7858617131063,204,57,154
l01-050-06-05,he,2,213.87913640032284,84,59,885
l01-050-06-06,had,3,213.58216560509555,157,55,732
l01-050-07-01,to,2,221.40905557714729,83,62,2647
l01-050-07-03,and,3,214.07437810945274,134,60,2473
l01-050-07-04,his,3,224.12316794406345,111,67,708
l01-050-08-00,He,2,209.72620821801152,77,61,321
l01-050-08-02,as,2,207.04579945799458,82,45,702
l01-050-08-03,he,2,213.85856079404468,78,62,885
l01-050-08-04,was,3,211.5406493506493,154,50,1135
l01-050-08-05,told,4,215.93376255975028,153,67,100
l01-065-00-04,by,2,233.95128729484557,163,117,487
l01-065-01-01,and,3,217.7220022176461,214,59,2473
l01-065-01-03,for,3,235.30514902513733,157,131,839
l01-065-01-04,the,3,216.77835709725474,127,74,5825
l01-065-01-06,time,4,227.23651823674197,218,82,143
l01-065-02-01,by,2,222.68731956473462,158,114,487
l01-065-02-03,that,4,225.1160144001858,218,79,1127
l01-065-02-04,she,3,223.12524257351845,174,77,258
l01-065-02-05,could,5,222.23901843097684,281,67,144
l01-065-03-00,have,4,222.53195121951214,205,80,422
l01-065-03-01,been,4,225.785552582836,226,86,373
l01-065-03-03,about,5,225.83570493234402,290,79,170
l01-065-03-04,the,3,220.6914912280701,150,76,5825
l01-065-04-02,of,2,228.70543845953682,122,126,3190
l01-065-05-00,the,3,218.18042906294272,122,81,5825
l01-065-05-04,and,3,226.31812100490558,217,62,2473
l01-065-06-00,by,2,228.52336943724976,124,137,487
l01-065-06-02,that,4,230.46125541125545,231,80,1127
l01-065-06-03,he,2,225.13543758967003,123,85,885
l01-065-06-04,was,3,216.48367889420516,165,57,1135
l01-065-06-05,in,2,232.44927536231884,80,69,1799
l01-065-07-00,at,2,222.1118512002011,109,73,560
l01-065-07-03,an,2,211.5353611027869,142,47,401
l01-065-07-06,for,3,225.74342105263162,114,68,839
l01-065-08-00,his,3,220.43958333333333,156,80,708
l01-065-08-02,with,4,224.33682045254187,205,83,742
l01-065-08-03,her,3,222.28850895939502,158,77,410
l01-065-09-00,it,2,229.27608825283244,86,78,702
l01-065-09-01,is,2,213.34846698113208,106,48,978
l01-065-10-04,is,2,231.63317460317447,84,75,978
l01-065-10-05,a,1,209.93660401401718,73,43,2260
l01-082-00-02,was,3,224.8984112776908,109,41,1135
l01-082-00-03,the,3,216.72817460317447,72,49,5825
l01-082-00-06,up,2,224.37202538339506,62,61,181
l01-082-00-07,on,2,206.2130681818182,44,24,697
l01-082-00-08,the,3,213.66,70,50,5825
l01-082-01-00,it,2,227.92470238095245,56,60,702
l01-082-01-02,from,4,227.81189993238675,87,85,384
l01-082-01-06,And,3,222.84631185807652,105,51,120
l01-082-01-07,you,3,227.37638640429336,86,65,366
l01-082-01-09,out,3,224.5030007501876,62,43,207
l01-082-01-10,about,5,222.14090636254502,119,56,170
l01-082-01-11,the,3,212.19306016980443,63,43,5825
l01-082-01-13,at,2,218.43868921775902,43,44,560
l01-082-01-14,the,3,211.83349436392913,69,45,5825
l01-082-02-02,said,4,227.18910648714808,114,43,259
l01-082-02-06,a,1,201.8793828892005,31,23,2260
l01-082-02-08,of,2,238.0327428878153,46,81,3190
l01-082-02-15,said,4,227.7225934621636,113,49,259
l01-082-02-19,or,2,214.42197035745426,37,31,268
l01-082-02-20,not,3,222.52233935742973,83,48,479
l01-082-03-02,it,2,223.993839045052,49,53,702
l01-082-03-03,was,3,216.2815656565656,99,32,1135
l01-082-03-04,the,3,211.05865209471767,61,45,5825
l01-082-03-07,for,3,227.9728813559322,59,90,839
l01-082-03-11,be,2,212.3851351351352,37,48,723
l01-082-03-13,what,4,229.74602564102557,130,60,154
l01-082-03-14,they,4,228.98836032388664,104,95,269
l01-095-00-04,he,2,228.08962011771,89,42,885
l01-095-00-06,that,4,226.43137254901958,119,45,1127
l01-095-00-07,his,3,228.31158357771253,93,44,708
l01-095-01-01,was,3,212.7407114624506,110,23,1135
l01-095-01-06,had,3,223.2456140350877,108,38,732
l01-095-01-09,The,3,226.93541666666667,100,48,626
l01-095-02-01,of,2,222.80976676384842,56,49,3190
l01-095-02-02,her,3,223.67027027027027,90,37,410
l01-095-02-06,the,3,226.57933115413627,97,41,5825
l01-095-02-08,said,4,226.91477272727272,132,36,259
l01-095-02-10,was,3,221.0447113780447,111,27,1135
l01-095-02-11,the,3,225.7536130536131,110,39,5825
l01-095-03-00,only,4,233.44838373305527,137,56,143
l01-095-03-02,that,4,226.97268673355632,117,46,1127
l01-095-03-04,her,3,225.4550120772947,92,36,410
l01-095-03-06,it,2,227.01712779973653,33,46,702
l01-095-03-08,her,3,226.3810861423221,89,36,410
l01-095-03-09,the,3,228.4331966328513,113,41,5825
l01-095-04-00,she,3,219.32220496894408,92,42,258
l01-095-04-02,to,2,214.38469387755103,49,40,2647
l01-095-04-04,for,3,221.07221638655463,68,56,839
l01-095-04-08,she,3,225.76921059533177,93,41,258
l01-095-04-09,was,3,212.53637123745816,104,23,1135
l01-095-04-10,out,3,224.19156976744182,86,40,207
l01-095-04-11,of,2,219.30298353909455,54,72,3190
l01-095-05-02,but,3,218.8290304073436,83,42,418
l01-095-05-03,the,3,219.4104967197751,97,44,5825
l01-095-05-05,told,4,219.7826086956522,115,43,100
l01-095-05-07,that,4,224.3192546583851,115,42,1127
l01-095-05-08,she,3,222.15514206688457,97,41,258
l01-095-05-09,would,5,229.32792792792802,185,45,260
l01-095-06-00,have,4,226.8364609053497,270,45,422
l01-095-06-01,to,2,219.5209059233449,56,41,2647
l01-095-06-03,in,2,234.4441687344913,62,39,1799
l01-095-06-05,for,3,225.38350183823533,64,68,839
l01-095-06-06,some,4,213.1692073170732,164,24,140
l01-095-06-07,time,4,230.3763388510224,158,39,143
l01-095-06-08,and,3,221.38366718027734,118,33,2473
l01-095-07-00,that,4,224.51111111111112,120,48,1127
l01-095-07-02,it,2,226.393018018018,37,48,702
l01-095-07-03,was,3,213.64367816091962,116,24,1135
l01-095-07-05,that,4,227.75804597701145,116,45,1127
l01-095-07-06,she,3,222.1859649122807,105,38,258
l01-095-08-00,not,3,222.32687991021325,81,44,479
l01-095-08-01,have,4,226.96122957629464,157,46,422
l01-095-08-02,to,2,218.5734265734266,52,44,2647
l01-105-00-05,up,2,226.78553459119496,106,75,181
l01-105-00-06,her,3,221.88808988764046,100,89,410
l01-105-02-01,were,4,216.0541073693109,151,47,306
l01-105-03-04,over,4,218.2402832674572,132,46,123
l01-105-03-05,the,3,221.5856543875412,126,53,5825
l01-105-04-02,and,3,214.00651755295516,157,43,2473
l01-105-04-03,were,4,217.84848484848484,132,44,306
l01-105-04-05,at,2,218.94636105860118,92,46,560
l01-105-05-01,in,2,213.0204022150976,73,47,1799
l01-105-05-06,was,3,217.1732128829537,134,57,1135
l01-105-06-00,a,1,198.65993031358886,41,35,2260
l01-105-06-02,and,3,223.24937996031747,168,48,2473
l01-105-07-02,she,3,219.55533008658008,132,56,258
l01-105-07-03,was,3,218.1815789473684,120,57,1135
l01-105-07-04,now,3,220.93577075098813,138,44,116
l01-105-07-05,and,3,223.04503862150918,165,51,2473
l01-105-08-00,with,4,220.8658536585366,150,82,742
l01-105-08-03,of,2,220.6688311688312,77,70,3190
l01-105-08-05,in,2,223.85787252942487,79,57,1799
l01-105-09-00,the,3,215.6653343991473,139,54,5825
l01-105-09-02,of,2,224.62357954545453,88,80,3190
l01-105-09-03,which,5,222.86265471617585,213,55,423
l01-105-09-04,she,3,212.93589743589746,104,60,258
l01-105-10-00,the,3,217.56946666666667,125,60,5825
l01-105-10-02,with,4,222.2983614575691,141,58,742
l01-105-10-03,a,1,207.71914132379246,43,39,2260
l01-105-10-05,that,4,215.02998102466802,155,51,1127
l01-111-00-01,the,3,215.33935546875,96,64,5825
l01-111-00-05,was,3,209.8975425330813,115,46,1135
l01-111-00-07,much,4,221.6593118922962,191,56,122
l01-111-00-08,for,3,212.1412955465587,95,78,839
l01-111-01-00,her,3,212.72981849611062,89,65,410
l01-111-01-03,she,3,218.01758147512862,106,66,258
l01-111-01-05,her,3,210.30079640596284,83,59,410
l01-111-01-08,the,3,209.8787541713014,93,58,5825
l01-111-02-00,and,3,215.19712370242215,136,68,2473
l01-111-02-05,You,3,227.6942640692641,120,77,105
l01-111-02-08,out,3,216.92786421499287,101,63,207
l01-111-02-09,of,2,217.00624428876029,67,98,3190
l01-111-03-00,this,4,224.0013838436257,141,82,353
l01-111-03-04,You,3,230.7526693360027,148,81,105
l01-111-03-06,me,2,207.81423076923082,100,52,143
l01-111-03-07,in,2,231.61678037451009,83,83,1799
l01-111-04-02,one,3,203.52555701179557,109,49,214
l01-111-04-04,of,2,216.85238486842098,76,96,3190
l01-111-04-05,the,3,216.1384126984127,105,75,5825
l01-111-05-01,You,3,222.36463414634147,130,82,105
l01-111-05-03,you,3,221.58899915540542,128,74,366
l01-111-05-07,she,3,218.63561427280945,123,72,258
l01-111-05-10,and,3,217.21834913552703,163,66,2473
l01-111-07-04,by,2,228.2264150943396,106,98,487
l01-111-07-05,all,3,213.4471484759096,113,72,243
l01-111-07-06,the,3,219.32075268817204,124,75,5825
l01-111-08-01,one,3,212.7860873694207,162,52,214
l01-119-00-05,at,2,192.70839874411305,49,52,560
l01-119-00-06,the,3,186.59084699453555,61,48,5825
l01-119-00-09,as,2,183.37442396313358,62,42,702
l01-119-00-10,they,4,216.1985892566468,95,97,269
l01-119-00-11,were,4,184.72581453634086,95,42,306
l01-119-01-00,about,5,190.43224440411373,114,58,170
l01-119-01-01,to,2,188.26879370629368,44,52,2647
l01-119-01-03,the,3,187.4085881587508,58,53,5825
l01-119-01-08,his,3,204.0613756613756,70,54,708
l01-119-02-03,I,1,211.51326530612246,20,49,648
l01-119-02-06,this,4,201.6299313893653,88,53,353
l01-119-02-07,much,4,197.88032786885242,122,45,122
l01-119-02-13,me,2,184.49660441426147,62,38,143
l01-119-02-17,the,3,193.075935828877,55,51,5825
l01-119-03-05,up,2,212.7365967365968,66,65,181
l01-119-03-07,but,3,202.6498538011696,76,54,418
l01-119-03-08,she,3,209.04986522911045,84,53,258
l01-119-03-11,be,2,199.5876894525209,53,61,723
l01-119-03-12,her,3,202.16075,80,50,410
l01-119-05-06,me,2,184.59301055697125,67,41,143
l01-119-05-11,said,4,201.56091455273705,107,56,259
l01-119-05-14,I,1,213.02557319223985,21,54,648
l01-119-05-17,to,2,193.3496598639456,45,49,2647
l01-119-06-00,a,1,167.8215579710145,23,48,2260
l01-119-06-02,to,2,193.5371794871795,45,52,2647
l01-119-06-03,it,2,203.1463790446841,33,59,702
l01-119-07-02,with,4,202.34128345916267,94,62,742
l01-129-00-02,his,3,222.78148148148148,105,36,708
l01-129-00-05,on,2,204.4950980392157,84,17,697
l01-129-00-06,his,3,217.55201465201458,91,30,708
l01-129-01-00,him,3,228.11984793917568,119,42,244
l01-129-01-01,to,2,207.505376344086,72,31,2647
l01-129-01-05,and,3,213.32751937984497,48,43,2473
l01-129-01-07,into,4,223.82916498588142,134,37,145
l01-129-01-08,his,3,218.95054945054943,91,36,708
l01-129-02-01,the,3,209.53233082706768,114,35,5825
l01-129-02-06,had,3,219.7906855955679,152,38,732
l01-129-03-04,I,1,200.0703125,16,40,648
l01-129-03-07,to,2,220.35714285714286,77,36,2647
l01-129-04-04,said,4,219.7155516171909,183,37,259
l01-129-04-06,The,3,220.49177814938682,184,39,626
l01-129-04-09,he,2,215.22497420020642,102,38,885
l01-129-05-02,a,1,204.1523809523809,65,21,2260
l01-129-05-04,in,2,224.73491379310346,58,32,1799
l01-129-05-05,her,3,220.30788804071247,131,36,410
l01-129-06-01,and,3,225.3607142857143,140,40,2473
l01-129-06-03,her,3,221.830989010989,130,35,410
l01-129-06-05,to,2,217.0492577597841,76,39,2647
l01-129-06-06,his,3,218.88159371492702,99,36,708
l01-133-00-03,this,4,221.390368852459,128,61,353
l01-133-00-04,is,2,228.31612903225812,45,62,978
l01-133-00-07,I,1,226.4734463276836,30,59,648
l01-133-00-10,to,2,219.71796509152838,81,58,2647
l01-133-00-12,her,3,216.2142857142857,101,56,410
l01-133-01-00,and,3,219.8360389610389,187,56,2473
l01-133-01-01,I,1,216.6229946524064,22,51,648
l01-133-01-03,like,4,223.8444949954504,157,70,135
l01-133-01-04,her,3,221.051721897336,135,57,410
l01-133-01-05,to,2,215.4415954415954,78,63,2647
l01-133-01-07,and,3,222.9897817460317,168,60,2473
l01-133-01-09,with,4,221.02502067824642,156,62,742
l01-133-02-01,was,3,212.99812080536915,149,50,1135
l01-133-02-03,and,3,218.57058823529408,170,44,2473
l01-133-02-05,with,4,221.02,160,60,742
l01-133-02-06,a,1,199.5223435948361,53,38,2260
l01-133-03-02,a,1,201.3980343980344,55,37,2260
l01-133-03-06,and,3,217.35687830687831,168,45,2473
l01-133-03-07,a,1,205.7899749373433,57,35,2260
l01-133-04-00,but,3,224.50876309427883,136,73,418
l01-133-04-07,she,3,221.53501400560228,136,63,258
l01-133-05-00,had,3,215.7272021395911,173,67,732
l01-133-05-02,in,2,226.8922374429224,73,60,1799
l01-133-05-03,the,3,210.0357357357357,111,60,5825
l01-133-05-05,at,2,224.1633064516129,104,62,560
l01-133-05-06,the,3,205.59165888577647,102,63,5825
l01-133-06-02,and,3,218.50153846153847,175,52,2473
l01-133-06-05,with,4,224.13103448275865,150,58,742
l01-133-07-00,that,4,224.43880341880345,156,75,1127
l01-133-07-02,had,3,227.20523531049847,189,76,732
l01-133-07-04,her,3,223.3029585798816,130,65,410
l01-133-07-05,on,2,217.8885772565017,106,37,697
l01-133-07-06,and,3,224.94467604655202,202,57,2473
l01-133-08-00,for,3,225.0783911192214,137,96,839
l01-133-08-02,as,2,210.2070407040704,101,45,702
l01-143-00-00,It,2,207.2668768058839,47,81,275
l01-143-00-01,was,3,204.09781021897808,137,40,1135
l01-143-00-03,who,3,218.29285990712074,152,68,263
l01-143-00-05,the,3,212.6981461286805,131,70,5825
l01-143-01-00,one,3,203.8922815945717,131,45,214
l01-143-01-02,for,3,225.32152668759807,98,104,839
l01-143-01-03,it,2,223.55020958629487,59,93,702
l01-143-01-08,he,2,220.06402298850566,116,75,885
l01-143-01-09,said,4,222.08246360005157,199,78,259
l01-143-01-12,on,2,208.90027408812983,93,51,697
l01-143-02-00,the,3,214.46498819826908,124,82,5825
l01-143-02-02,of,2,228.0264957264957,90,104,3190
l01-143-02-03,the,3,218.73481102084068,149,76,5825
l01-143-02-05,and,3,222.01390107294688,203,73,2473
l01-143-02-07,one,3,208.84369658119653,208,45,214
l01-143-03-00,of,2,228.29491869918698,82,120,3190
l01-143-03-01,her,3,221.0571684587813,124,90,410
l01-143-03-03,in,2,235.89545454545456,86,110,1799
l01-143-03-04,his,3,226.15531602155806,157,91,708
l01-143-03-09,and,3,220.11528400597908,223,72,2473
l01-143-04-01,have,4,224.2278516057586,215,84,422
l01-143-04-02,the,3,219.92967032967042,135,91,5825
l01-143-04-03,two,3,223.70154220779224,154,80,133
l01-143-05-01,them,4,217.5549095607235,216,86,163
l01-143-05-04,will,4,222.7209643724239,199,89,270
l01-143-05-05,have,4,222.75872382851452,236,85,422
l01-143-05-06,to,2,222.77786391042198,135,86,2647
l01-143-06-01,out,3,222.15339690988392,167,81,207
l01-143-06-02,of,2,221.5097068899886,71,111,3190
l01-143-06-03,his,3,224.49962955479225,147,101,708
l01-157-00-00,He,2,202.24871959026885,44,71,321
l01-157-00-02,that,4,224.5388198757764,161,68,1127
l01-157-00-03,it,2,229.5607985480944,58,57,702
l01-157-00-04,was,3,212.98751023751026,132,37,1135
l01-157-00-05,the,3,221.91739345071582,103,59,5825
l01-157-00-06,only,4,232.27832409972302,152,95,143
l01-157-01-00,he,2,222.6423417851989,77,63,885
l01-157-01-01,could,5,221.4293870192308,192,52,144
l01-157-01-02,be,2,215.1015873015873,42,60,723
l01-157-01-04,from,4,235.10461876832844,155,88,384
l01-157-02-04,You,3,231.7310559006212,115,84,105
l01-157-03-03,in,2,219.08051948051948,55,35,1799
l01-157-03-04,the,3,217.21355498721226,92,51,5825
l01-157-03-09,said,4,226.7328671328672,165,52,259
l01-157-03-13,as,2,203.8150234741784,71,30,702
l01-157-04-00,I,1,216.7390625,24,80,648
l01-157-04-03,said,4,222.9599169008921,167,49,259
l01-157-04-07,the,3,212.5931568431569,91,44,5825
l01-157-04-09,and,3,218.8890385133316,158,47,2473
l01-157-05-00,no,2,205.758018327606,97,36,188
l01-157-05-01,man,3,208.386748844376,177,44,151
l01-157-05-04,from,4,224.28374218822867,151,71,384
l01-157-05-08,to,2,208.4135802469136,57,54,2647
l01-157-05-09,be,2,206.72685185185185,54,48,723
l01-157-05-10,a,1,203.979797979798,60,33,2260
l01-157-06-02,of,2,224.74372759856632,72,93,3190
l01-157-06-10,He,2,219.67166344294003,94,66,321
l01-157-07-01,on,2,206.12179712179713,77,37,697
l01-157-07-02,very,4,228.92575022065319,103,88,119
l01-173-00-00,He,2,215.4237623762376,101,85,321
l01-173-00-03,on,2,222.359638047138,99,48,697
l01-173-00-04,one,3,220.78762117822518,149,45,214
l01-173-00-08,You,3,236.9518472022956,164,136,105
l01-173-01-00,do,2,225.88547026137056,113,86,121
l01-173-01-01,it,2,219.17479452054798,50,73,702
l01-173-01-02,to,2,225.92345854004253,85,83,2647
l01-173-01-03,me,2,223.29506254114548,155,49,143
l01-173-01-07,I,1,231.97627965043696,36,89,648
l01-173-01-10,this,4,228.2638639584317,145,73,353
l01-173-01-12,up,2,228.4579521243264,101,79,181
l01-173-01-13,to,2,220.1406753775666,83,71,2647
l01-173-02-00,my,2,232.84676798095103,131,109,120
l01-173-02-02,of,2,239.17487578973203,119,137,3190
l01-173-02-04,like,4,229.57012648809524,128,84,135
l01-173-02-05,I,1,226.22294117647056,25,68,648
l01-173-02-08,a,1,206.4689976689977,39,55,2260
l01-173-03-00,This,4,229.4278787878788,165,90,123
l01-173-03-02,and,3,231.1579654782116,186,76,2473
l01-173-03-03,me,2,215.3340136054421,140,42,143
l01-173-03-05,one,3,213.47112625538017,136,41,214
l01-173-04-05,said,4,229.1435463659148,210,76,259
l01-173-04-10,you,3,235.0413053867686,151,97,366
l01-173-04-11,and,3,221.20435839880284,198,54,2473
l01-173-05-00,me,2,212.3295276822021,139,46,143
l01-173-05-04,and,3,230.9829610868064,202,86,2473
l01-173-05-05,we,2,221.11601629220863,129,59,253
l01-173-05-06,have,4,226.87202597919014,191,79,422
l01-173-05-09,or,2,203.85526315789474,74,38,268
l01-173-06-00,you,3,238.02272192135624,186,137,366
l01-173-06-02,it,2,228.00918047469773,58,77,702
l01-173-06-03,out,3,231.2369574944072,149,75,207
l01-173-06-04,up,2,231.26370815259705,111,81,181
l01-173-06-06,and,3,229.03768115942032,185,69,2473
l01-173-06-07,we,2,224.1307847082495,142,56,253
l01-173-06-08,all,3,228.91389961389962,111,70,243
l01-173-07-01,with,4,232.84928215294048,179,93,742
l01-173-07-02,the,3,230.55998008959682,147,82,5825
l01-173-07-05,for,3,237.3368695652174,125,138,839
l01-179-00-03,on,2,206.32461734693882,112,42,697
l01-179-00-04,his,3,227.8144376409926,145,107,708
l01-179-00-10,my,2,233.63904601097508,115,206,120
l01-179-01-05,you,3,223.6136826387946,139,106,366
l01-179-01-10,that,4,212.29119065752727,156,101,1127
l01-179-02-01,was,3,200.2460684551341,161,47,1135
l01-179-02-05,The,3,217.72967836257308,152,90,626
l01-179-03-01,up,2,218.49737802097584,102,86,181
l01-179-03-02,her,3,224.15748031496062,127,92,410
l01-179-03-04,and,3,225.63178422324765,164,111,2473
l01-179-04-03,The,3,219.6510588558856,144,101,626
l01-179-05-01,to,2,210.77080610021787,85,81,2647
l01-179-05-02,the,3,219.08492538389442,143,97,5825
l01-179-05-05,of,2,224.68400583373847,85,121,3190
l01-179-05-06,the,3,218.7338578404775,152,97,5825
l01-179-06-01,with,4,228.04933035714282,200,112,742
l01-179-06-07,her,3,225.2352693602694,162,88,410
l01-179-07-02,and,3,228.04355332776387,171,105,2473
l01-179-07-04,a,1,208.47493734335842,57,42,2260
l01-179-07-05,time,4,229.70486486486487,185,105,143
l01-179-07-08,up,2,219.2470752388108,121,77,181
l01-179-08-00,the,3,219.10031217481801,155,93,5825
l01-179-08-03,by,2,235.33429467084642,145,165,487
l01-187-00-03,as,2,200.24977777777767,75,30,702
l01-187-00-05,a,1,196.19836734693882,49,25,2260
l01-187-00-07,as,2,205.53855721393035,67,24,702
l01-187-00-08,you,3,228.89052496798976,142,77,366
l01-187-00-09,could,5,219.2118118500143,223,47,144
l01-187-00-11,for,3,222.05,102,70,839
l01-187-01-07,one,3,194.53296703296704,105,26,214
l01-187-01-08,of,2,226.36291883842145,85,79,3190
l01-187-02-01,and,3,220.39566290092202,151,51,2473
l01-187-02-02,his,3,227.2293041072569,127,74,708
l01-187-02-05,their,5,222.41293306729546,149,74,256
l01-187-03-02,The,3,227.4240740740741,108,85,626
l01-187-03-04,man,3,210.0049552125024,159,33,151
l01-187-03-08,a,1,193.37030303030303,55,30,2260
l01-187-05-01,to,2,212.37970615243336,66,66,2647
l01-187-05-03,a,1,202.24940476190483,48,35,2260
l01-187-05-06,and,3,220.35343665768195,159,56,2473
l01-187-06-02,In,2,216.1288448393712,77,76,173
l01-187-06-03,his,3,224.107841119572,113,86,708
l01-187-06-05,he,2,218.2511432229742,77,71,885
l01-187-06-06,was,3,204.79674796747972,120,41,1135
l01-187-06-07,well,4,219.2193080838581,173,67,102
l01-187-06-09,to,2,216.58857142857144,65,70,2647
l01-187-07-00,have,4,226.1348341611921,158,79,422
l01-187-07-05,they,4,227.70248333172287,158,131,269
l01-187-07-06,were,4,203.27209098862642,127,36,306
l01-187-08-01,he,2,214.9007482394366,71,64,885
l01-187-08-04,all,3,218.88605244836398,139,62,243
l01-187-08-05,over,4,208.18583450210377,138,31,123
l01-187-09-02,he,2,217.95657467532467,96,77,885
l01-187-09-03,had,3,219.6967154331612,166,84,732
l01-187-09-04,been,4,226.95600448933786,198,90,373
l01-187-09-05,in,2,234.29945945945943,111,75,1799
l01-195-00-02,it,2,226.55030433225934,98,57,702
l01-195-00-07,that,4,218.52707686335404,184,56,1127
l01-195-00-09,of,2,222.50035536602687,84,67,3190
l01-195-01-02,up,2,219.9885750156937,135,59,181
l01-195-01-03,about,5,217.53826262626262,225,55,170
l01-195-02-00,his,3,220.5639255702281,119,56,708
l01-195-02-03,and,3,215.90522875817,153,42,2473
l01-195-02-04,me,2,215.9773606811146,136,38,143
l01-195-02-06,from,4,227.93483660130718,225,68,384
l01-195-02-07,that,4,217.1578521316784,218,51,1127
l01-195-03-01,you,3,223.3619444444444,180,60,366
l01-195-03-04,me,2,219.2115299334812,165,41,143
l01-195-03-05,that,4,221.81061239661744,211,51,1127
l01-195-03-06,this,4,222.28379186602868,176,57,353
l01-195-04-01,had,3,223.3233622994653,187,64,732
l01-195-04-02,some,4,213.61462922173274,227,48,140
l01-195-04-04,of,2,220.79653679653683,77,69,3190
l01-195-04-05,a,1,207.60741138560687,49,38,2260
l01-195-04-07,there,5,217.3785310734464,204,59,204
l01-195-05-00,an,2,197.06326644370117,92,39,401
l01-195-05-02,to,2,217.6248882265276,110,61,2647
l01-195-05-04,with,4,217.61254545454545,200,55,742
l01-195-05-07,you,3,220.47761194029846,185,67,366
l01-195-06-02,and,3,210.3626226583408,177,38,2473
l01-195-06-03,I,1,220.15935828877,51,55,648
l01-195-06-06,it,2,227.15668481548698,116,57,702
l01-195-06-09,was,3,209.2546875,160,40,1135
l01-195-07-03,what,4,222.1059138230191,247,56,154
l01-195-07-04,you,3,226.3503464593544,194,61,366
l01-195-07-05,like,4,224.22469135802467,189,60,135
l01-199-00-01,It,2,197.0913580246913,15,27,275
l01-199-00-03,was,3,226.91131418209582,338,124,1135
l01-199-00-09,would,5,220.95932311114643,307,82,260
l01-199-00-12,and,3,225.8050964568017,229,79,2473
l01-199-01-00,on,2,205.8438937148697,103,38,697
l01-199-01-03,with,4,216.65474670072368,145,81,742
l01-199-01-04,a,1,222.84636088370533,241,74,2260
l01-199-01-06,of,2,205.430596285435,66,31,3190
l01-199-02-01,he,2,227.11321321321319,135,74,885
l01-199-02-03,to,2,222.27821522309708,127,78,2647
l01-199-02-04,have,4,228.54944565156842,193,93,422
l01-199-02-05,me,2,193.76456766917286,133,32,143
l01-199-03-04,have,4,224.68917457647484,203,82,422
l01-199-03-06,I,1,232.45570517363566,51,83,648
l01-199-04-01,him,3,221.3938772975658,183,88,244
l01-199-04-03,from,4,226.8885514018692,214,100,384
l01-199-04-04,the,3,226.87749028182705,196,84,5825
l01-199-04-09,this,4,225.2410669665168,174,92,353
l01-199-05-00,time,4,226.02277404307858,197,74,143
l01-199-05-02,was,3,210.01614832535884,209,32,1135
l01-199-05-04,in,2,210.55702917771885,91,29,1799
l01-199-05-05,his,3,234.32850678733035,170,91,708
l01-199-06-00,that,4,228.59885738468049,278,85,1127
l01-199-06-01,he,2,231.56683200626549,163,94,885
l01-199-06-02,had,3,230.59115111561863,272,87,732
l01-199-07-01,at,2,234.51125,225,96,560
l01-199-07-02,the,3,228.6178386418424,201,97,5825
l01-199-07-05,the,3,230.3065843621399,162,78,5825
l01-199-08-04,he,2,227.4563809523809,140,75,885
l01-199-08-05,could,5,231.15145180023228,315,82,144
l01-199-08-08,it,2,234.2861246133451,186,73,702
l01-199-09-00,and,3,232.56257014590355,297,84,2473
l01-199-09-01,it,2,228.42015392015392,198,84,702
l01-199-09-02,would,5,230.40577136514983,371,85,260
l01-199-09-03,not,3,230.16211843382592,254,73,479
l01-199-09-04,be,2,223.96266233766238,140,66,723
l01-199-09-05,of,2,232.73331130204886,178,102,3190
l01-199-09-06,much,4,232.41307603294533,354,83,122
l01-199-09-08,if,2,235.0749506903353,195,91,144
