image_id,text,word_length,image_mean,img_width,img_height,occur,top_100
n06-128-01-00,we,2,212.77045300878967,87,34,253,True
n06-128-01-02,would,5,230.54318082788677,225,51,260,True
n06-128-01-04,to,2,209.8513049450549,56,52,2647,True
n06-128-01-05,the,3,219.6994949494949,99,52,5825,True
n06-128-02-00,We,2,218.81478260869565,100,46,100,True
n06-128-02-03,into,4,230.7584971334972,132,74,145,True
n06-128-02-04,it,2,219.6719883889695,52,53,702,True
n06-128-02-05,and,3,217.7132835820896,134,50,2473,True
n06-128-02-07,about,5,220.47322404371585,183,55,170,True
n06-128-03-01,it,2,212.52797202797203,44,52,702,True
n06-128-03-03,into,4,229.1155249713273,139,69,145,True
n06-128-03-04,a,1,186.62261904761905,28,30,2260,True
n06-128-03-07,which,5,231.86576168929108,221,81,423,True
n06-128-04-01,out,3,219.30584430584432,111,39,207,True
n06-128-04-02,into,4,224.77972274436087,133,64,145,True
n06-128-04-03,a,1,201.7692307692308,39,32,2260,True
n06-128-05-01,in,2,221.97864583333333,64,60,1799,True
n06-128-05-02,a,1,187.4385775862069,29,32,2260,True
n06-128-05-05,we,2,210.75317460317456,84,30,253,True
n06-128-06-00,the,3,216.0573770491804,122,49,5825,True
n06-128-06-02,at,2,209.21944444444443,75,48,560,True
n06-128-06-06,were,4,216.0144636400161,131,38,306,True
n06-128-07-00,over,4,206.7687074829932,98,36,123,True
n06-128-07-01,a,1,193.4814453125,32,32,2260,True
n06-128-07-07,or,2,206.32776747062465,49,33,268,True
n06-128-08-00,in,2,229.1352760009476,67,63,1799,True
n06-133-00-00,We,2,220.77348484848488,88,60,100,True
n06-133-01-00,of,2,219.32012615809185,57,89,3190,True
n06-133-01-01,the,3,213.9851898206091,102,47,5825,True
n06-133-01-03,there,5,223.0382691007437,145,51,204,True
n06-133-01-04,was,3,222.20596614714265,117,51,1135,True
n06-133-01-05,a,1,203.46969696969697,33,42,2260,True
n06-133-02-01,and,3,216.6468571428572,125,42,2473,True
n06-133-02-02,as,2,207.99181547619045,64,42,702,True
n06-133-02-03,we,2,210.06920415224917,85,34,253,True
n06-133-03-00,out,3,227.2033181522446,106,58,207,True
n06-133-03-04,you,3,229.44773277950847,107,54,366,True
n06-133-03-06,any,3,233.0722617094952,118,93,105,True
n06-133-03-09,I,1,186.64461538461535,13,50,648,True
n06-133-04-07,it,2,214.31035940803383,43,55,702,True
n06-133-04-13,I,1,177.7154882154882,11,54,648,True
n06-133-05-00,out,3,217.2618585787339,107,53,207,True
n06-133-05-03,We,2,220.9023809523809,105,56,100,True
n06-133-05-06,to,2,202.7878787878788,48,44,2647,True
n06-133-05-08,any,3,230.1289228981015,116,89,105,True
n06-133-05-10,and,3,211.43927015250543,102,36,2473,True
n06-133-05-11,we,2,222.2057692307692,130,44,253,True
n06-133-06-01,no,2,207.14535984848484,64,33,188,True
n06-133-06-03,so,2,212.11935059236512,53,43,212,True
n06-133-06-04,as,2,207.07065217391303,69,32,702,True
n06-133-06-05,you,3,235.9921401515152,132,80,366,True
n06-133-06-06,can,3,209.91718995290424,98,26,144,True
n06-133-06-10,you,3,231.32203389830508,141,59,366,True
n06-133-07-01,and,3,221.32556750298687,124,54,2473,True
n06-133-07-05,we,2,207.1475338280227,79,29,253,True
n06-133-07-08,to,2,209.38888888888889,54,53,2647,True
n06-133-08-00,to,2,207.98157894736843,57,60,2647,True
n06-133-08-01,him,3,224.93298807281857,108,59,244,True
n06-133-08-02,about,5,227.33044642857143,200,56,170,True
n06-133-08-03,what,4,223.4463079431633,159,54,154,True
n06-140-00-04,said,4,224.2933296883543,124,59,259,True
n06-140-00-05,the,3,215.29559748427675,106,48,5825,True
n06-140-00-09,He,2,209.35797363659864,73,53,321,True
n06-140-00-11,a,1,206.5383064516129,32,31,2260,True
n06-140-01-01,then,4,215.4135989010989,140,52,98,True
n06-140-01-04,and,3,217.47428917120388,114,58,2473,True
n06-140-01-07,The,3,217.21899350649352,112,55,626,True
n06-140-02-01,out,3,212.40211776859505,88,44,207,True
n06-140-02-03,a,1,179.74714285714282,28,25,2260,True
n06-140-02-05,in,2,225.11111111111111,61,63,1799,True
n06-140-02-06,the,3,216.56086021505368,93,50,5825,True
n06-140-03-02,We,2,220.52799479166663,96,48,100,True
n06-140-03-04,our,3,211.55584512285927,79,34,98,True
n06-140-03-11,as,2,213.09789789789792,74,45,702,True
n06-140-04-01,they,4,230.484012066365,156,85,269,True
n06-140-04-07,I,1,178.8274582560297,11,49,648,True
n06-140-04-08,said,4,225.40824372759857,135,62,259,True
n06-140-05-00,there,5,218.3432881773399,112,58,204,True
n06-140-05-03,and,3,218.51426789334164,121,53,2473,True
n06-140-05-05,there,5,216.7047398431932,122,46,204,True
n06-140-06-04,about,5,216.9120420097864,171,49,170,True
n06-140-06-05,in,2,223.48323863636364,64,55,1799,True
n06-140-06-06,his,3,220.9903231097261,91,67,708,True
n06-140-06-09,He,2,208.2955863808324,65,61,321,True
n06-140-07-00,was,3,209.03543123543125,110,39,1135,True
n06-140-07-03,on,2,211.6169154228856,67,27,697,True
n06-148-00-00,I,1,223.94795918367348,40,49,648,True
n06-148-01-00,the,3,213.95298879202988,73,44,5825,True
n06-148-01-04,were,4,212.4785292538916,138,27,306,True
n06-148-01-05,all,3,227.67282196969697,96,44,243,True
n06-148-01-07,with,4,231.55780392156865,125,51,742,True
n06-148-02-01,the,3,227.5175395256917,88,46,5825,True
n06-148-02-03,of,2,232.27559404841216,79,57,3190,True
n06-148-02-04,them,4,228.45961757990867,146,48,163,True
n06-148-02-07,the,3,225.52926587301587,96,42,5825,True
n06-148-03-02,his,3,231.86439393939395,88,45,708,True
n06-148-03-04,at,2,228.69360597208697,79,39,560,True
n06-148-03-05,the,3,232.2950885668277,92,54,5825,True
n06-148-03-08,I,1,237.61885546588408,58,47,648,True
n06-148-03-10,it,2,235.20549682875264,55,43,702,True
n06-148-03-11,was,3,216.41747572815527,103,26,1135,True
n06-148-04-04,his,3,223.9578313253012,83,38,708,True
n06-148-04-09,He,2,224.54413319238893,86,44,321,True
n06-148-05-01,up,2,219.19222843685608,79,43,181,True
n06-148-05-09,We,2,203.19636363636363,25,22,100,True
n06-148-06-04,I,1,240.32346326836583,58,46,648,True
n06-148-06-05,said,4,231.09771825396825,168,48,259,True
n06-148-06-10,no,2,210.79841897233203,77,23,188,True
n06-148-07-00,for,3,231.87005347593583,102,55,839,True
n06-148-07-04,he,2,220.0817341862118,67,42,885,True
n06-148-07-05,said,4,227.99076246334312,155,44,259,True
n06-148-07-10,as,2,218.28049382716048,81,25,702,True
n06-148-07-11,you,3,225.543501048218,106,36,366,True
n06-148-08-00,you,3,223.9703832752613,112,41,366,True
n06-148-08-01,may,3,228.01141327321403,151,47,162,True
n06-148-08-02,as,2,208.9562969924812,76,28,702,True
n06-148-08-03,well,4,227.8545422410746,138,41,102,True
n06-148-08-05,a,1,205.35353535353545,33,24,2260,True
n06-156-00-03,on,2,205.353835978836,72,21,697,True
n06-156-00-04,in,2,234.86056644880173,51,36,1799,True
n06-156-00-07,We,2,220.2793248945148,79,45,100,True
n06-156-00-09,and,3,230.71001564945223,142,45,2473,True
n06-156-01-00,one,3,211.1384920634921,90,28,214,True
n06-156-01-01,of,2,231.0955854844744,81,66,3190,True
n06-156-01-02,the,3,210.3733673144313,73,43,5825,True
n06-156-01-04,who,3,226.73013392857143,112,40,263,True
n06-156-01-08,with,4,229.35979278074868,136,44,742,True
n06-156-02-03,our,3,214.91379962192812,115,23,98,True
n06-156-02-06,to,2,221.66207865168545,89,40,2647,True
n06-156-03-00,We,2,224.3453658536585,82,50,100,True
n06-156-03-04,into,4,227.2520373683164,117,43,145,True
n06-156-03-05,the,3,225.7345803842265,86,46,5825,True
n06-156-04-03,up,2,218.67760942760944,81,44,181,True
n06-156-04-04,a,1,203.1536842105263,38,25,2260,True
n06-156-04-06,of,2,231.5771873568484,74,59,3190,True
n06-156-04-08,and,3,228.5987357013847,151,44,2473,True
n06-156-04-09,on,2,212.17962962962963,80,27,697,True
n06-156-04-10,it,2,236.31828316610924,78,46,702,True
n06-156-05-00,a,1,199.7354037267081,35,23,2260,True
n06-156-06-02,in,2,230.0049896049896,65,37,1799,True
n06-156-06-03,at,2,227.2945914844649,79,44,560,True
n06-156-06-04,our,3,210.9098095580309,121,23,98,True
n06-156-07-02,a,1,203.79783783783785,37,25,2260,True
n06-156-07-04,of,2,228.2740236946029,86,53,3190,True
n06-156-07-06,to,2,218.84621155288824,62,43,2647,True
n06-156-07-08,on,2,210.962703962704,78,22,697,True
n06-163-00-00,A,1,222.74744897959184,48,49,166,True
n06-163-00-02,man,3,216.460911136108,127,28,151,True
n06-163-00-03,in,2,227.7336504161713,58,29,1799,True
n06-163-00-06,and,3,227.4883449883449,143,36,2473,True
n06-163-00-07,a,1,204.96621621621625,37,20,2260,True
n06-163-01-04,the,3,223.8145658263305,85,42,5825,True
n06-163-02-01,the,3,223.42428035043804,85,47,5825,True
n06-163-02-04,but,3,229.00125078173852,117,41,418,True
n06-163-02-05,we,2,234.7560618729097,104,46,253,True
n06-163-02-08,our,3,214.0505162241888,113,24,98,True
n06-163-03-03,said,4,229.1042257962788,151,42,259,True
n06-163-03-06,He,2,217.69473684210533,70,38,321,True
n06-163-03-08,the,3,209.99777777777769,75,42,5825,True
n06-163-04-00,who,3,221.63366571699905,108,39,263,True
n06-163-04-03,in,2,229.2753267973856,68,36,1799,True
n06-163-04-04,as,2,209.0813802083333,64,24,702,True
n06-163-05-03,and,3,234.523286237572,156,49,2473,True
n06-163-05-04,the,3,227.2603419746277,49,37,5825,True
n06-163-05-07,This,4,225.9113448534936,121,44,123,True
n06-163-05-09,was,3,221.66365626710456,126,29,1135,True
n06-163-06-00,the,3,212.4319852941176,80,34,5825,True
n06-163-06-03,in,2,229.77743634767344,67,34,1799,True
n06-163-06-09,he,2,218.234375,64,39,885,True
n06-163-07-00,had,3,222.9787954383464,122,46,732,True
n06-163-07-04,with,4,228.0317204301076,124,45,742,True
n06-163-08-01,with,4,226.0692495424039,149,44,742,True
n06-163-08-03,for,3,232.1349914236707,110,53,839,True
n06-163-08-04,all,3,225.91363862618215,98,41,243,True
n06-163-08-05,and,3,224.43959731543623,149,38,2473,True
n06-163-08-06,for,3,229.0457692307692,104,50,839,True
n06-163-09-00,there,5,218.9786971830986,142,40,204,True
n06-163-09-01,were,4,206.80541353383455,133,25,306,True
n06-163-09-02,two,3,224.7848160223568,113,38,133,True
n06-163-09-04,of,2,225.17155578837085,83,46,3190,True
n06-169-00-03,you,3,229.5953846153846,130,40,366,True
n06-169-00-04,the,3,221.37662337662337,77,55,5825,True
n06-169-00-08,said,4,226.61967741935487,155,40,259,True
n06-169-00-09,the,3,227.24534653465344,101,50,5825,True
n06-169-01-01,them,4,226.024211298606,145,47,163,True
n06-169-01-02,to,2,220.168992248062,60,43,2647,True
n06-169-01-06,but,3,230.14,125,44,418,True
n06-169-01-07,it,2,235.6490196078432,68,45,702,True
n06-169-01-09,all,3,228.2245775729647,93,35,243,True
n06-169-01-10,we,2,221.25185185185185,80,27,253,True
n06-169-02-00,as,2,216.0997067448681,77,31,702,True
n06-169-02-01,of,2,227.17479879275652,71,56,3190,True
n06-169-02-02,now,3,211.5704761904762,126,25,116,True
n06-169-02-05,from,4,228.3160507446221,148,49,384,True
n06-169-02-06,a,1,201.1686602870813,38,22,2260,True
n06-169-02-09,of,2,234.11048689138576,89,54,3190,True
n06-169-03-03,He,2,219.86157744694333,77,41,321,True
n06-169-03-05,at,2,228.6135762562445,83,41,560,True
n06-169-03-06,his,3,226.5277777777777,81,44,708,True
n06-169-03-10,all,3,225.58549896049897,104,37,243,True
n06-169-04-02,as,2,215.01696832579185,68,26,702,True
n06-169-04-03,we,2,212.0685185185185,80,27,253,True
n06-169-04-05,the,3,216.84730344379463,81,38,5825,True
n06-169-04-09,when,4,217.0411651840224,147,39,170,True
n06-169-05-00,we,2,199.7592592592593,92,27,253,True
n06-169-05-03,and,3,225.4511207970112,146,44,2473,True
n06-169-05-04,I,1,232.30740740740745,48,45,648,True
n06-169-05-07,a,1,188.1217105263157,38,24,2260,True
n06-169-06-00,the,3,211.8445182724253,70,43,5825,True
n06-169-06-01,man,3,201.0663333333333,125,24,151,True
n06-169-06-04,said,4,239.93918638439183,219,66,259,True
n06-169-06-07,You,3,197.438127090301,65,23,105,True
n06-169-06-08,were,4,203.3726495726496,117,25,306,True
n06-169-06-10,when,4,218.05952380952385,142,42,170,True
n06-169-07-00,you,3,229.11944444444444,112,45,366,True
n06-169-07-02,in,2,223.71655328798187,49,36,1799,True
n06-169-07-03,that,4,224.6888888888889,142,45,1127,True
n06-175-00-04,I,1,230.36818181818185,55,48,648,True
n06-175-00-05,said,4,232.55236831359736,158,62,259,True
n06-175-00-10,all,3,228.84361651637403,98,43,243,True
n06-175-01-01,you,3,226.89385727190609,108,41,366,True
n06-175-01-04,the,3,221.9017451589768,89,47,5825,True
n06-175-01-10,I,1,237.10361067503925,65,49,648,True
n06-175-02-02,at,2,225.8264669163545,89,45,560,True
n06-175-03-04,the,3,217.00086956521736,92,50,5825,True
n06-175-04-00,with,4,227.14470980996404,132,59,742,True
n06-175-04-01,a,1,196.7521929824561,38,24,2260,True
n06-175-04-05,I,1,232.9996875,64,50,648,True
n06-175-04-07,and,3,225.4417808219178,146,44,2473,True
n06-175-04-09,my,2,226.9518489984592,118,44,120,True
n06-175-05-02,them,4,223.430102915952,159,44,163,True
n06-175-05-03,in,2,226.729674796748,60,41,1799,True
n06-175-05-04,their,5,217.595869247032,143,43,256,True
n06-175-06-08,said,4,229.23426616155444,167,49,259,True
n06-175-07-01,It,2,222.54735294117648,68,50,275,True
n06-175-07-03,about,5,223.8800047103156,193,44,170,True
n06-175-08-00,for,3,225.83451417004048,104,57,839,True
n06-175-08-03,and,3,227.63243243243244,148,45,2473,True
n06-175-08-04,his,3,219.93806609547127,95,43,708,True
n06-182-00-00,The,3,223.55316742081448,102,52,626,True
n06-182-00-02,of,2,230.6277224067921,86,63,3190,True
n06-182-00-03,the,3,221.31720029784063,79,51,5825,True
n06-182-00-05,there,5,226.5159226811292,141,51,204,True
n06-182-00-06,said,4,228.53277745830937,148,47,259,True
n06-182-00-08,but,3,228.34034219748503,99,49,418,True
n06-182-01-00,you,3,229.1728473998295,102,46,366,True
n06-182-01-01,could,5,231.84465579710144,184,48,144,True
n06-182-01-03,they,4,232.2175480769231,130,64,269,True
n06-182-01-04,were,4,214.83834586466165,133,30,306,True
n06-182-01-09,were,4,214.98743961352656,138,30,306,True
n06-182-02-02,who,3,227.499183006536,136,45,263,True
n06-182-02-04,a,1,205.97115384615384,36,26,2260,True
n06-182-02-07,about,5,227.2329573934837,190,42,170,True
n06-182-03-01,for,3,230.84871967654988,106,56,839,True
n06-182-03-03,but,3,229.426312707398,109,47,418,True
n06-182-03-04,were,4,213.8526181353768,135,29,306,True
n06-182-03-06,in,2,230.16781874039933,62,42,1799,True
n06-182-04-00,when,4,228.6742007992009,154,52,170,True
n06-182-04-01,it,2,232.05,60,47,702,True
n06-182-04-03,to,2,218.32136363636363,55,40,2647,True
n06-182-04-05,with,4,231.017587522814,123,49,742,True
n06-182-04-07,and,3,225.33087027914613,145,42,2473,True
n06-182-05-01,like,4,209.7868599033816,115,45,135,True
n06-182-05-03,and,3,227.087000167308,139,43,2473,True
n06-182-05-05,and,3,229.97442348008383,159,45,2473,True
n06-182-05-06,the,3,223.67485955056185,89,48,5825,True
n06-182-06-03,I,1,229.1311224489796,49,40,648,True
n06-182-06-05,we,2,211.74031502767136,87,27,253,True
n06-182-06-10,the,3,221.7281716810436,97,49,5825,True
n06-182-07-06,said,4,228.7084922451055,171,46,259,True
n06-182-07-07,the,3,218.18742529285203,89,47,5825,True
n06-186-00-04,said,4,232.3070525615436,167,54,259,True
n06-186-00-10,we,2,215.8484210526316,95,30,253,True
n06-186-01-07,in,2,229.2587064676617,67,39,1799,True
n06-186-01-08,at,2,225.30813253012047,83,40,560,True
n06-186-02-00,that,4,226.09633986928105,153,50,1127,True
n06-186-02-05,you,3,222.5855855855856,126,37,366,True
n06-186-02-06,do,2,215.69319137013167,83,43,121,True
n06-186-02-09,he,2,218.9688361831219,74,49,885,True
n06-186-02-10,said,4,227.5644630192503,168,47,259,True
n06-186-02-13,you,3,241.7198519384376,174,59,366,True
n06-186-02-15,be,2,202.636803874092,59,42,723,True
n06-186-03-02,for,3,229.27882599580715,106,54,839,True
n06-186-03-07,be,2,215.11857189649524,71,43,723,True
n06-186-03-08,on,2,208.01925660546348,77,29,697,True
n06-186-04-01,before,6,228.46768189509305,197,60,98,True
n06-186-04-02,you,3,224.1194653299916,126,38,366,True
n06-186-04-03,can,3,214.17692307692317,117,30,144,True
n06-186-04-09,It,2,227.58136261261265,74,48,275,True
n06-186-05-00,be,2,214.00395256917,69,44,723,True
n06-186-05-01,the,3,221.13096926713948,90,47,5825,True
n06-186-05-02,first,5,228.60643236074267,156,58,153,True
n06-186-05-03,time,4,225.0347260653016,139,52,143,True
n06-186-05-04,they,4,232.9739085772984,165,59,269,True
n06-186-05-07,up,2,214.1280775275013,83,46,181,True
n06-186-05-08,a,1,190.78542510121457,38,26,2260,True
n06-186-06-00,at,2,226.79502728926624,97,51,560,True
n06-186-06-08,it,2,227.70513937282232,56,41,702,True
n06-186-06-09,before,6,227.18931413414168,203,65,98,True
n06-186-07-00,and,3,224.5863703703704,150,45,2473,True
n06-186-07-03,with,4,226.34291938997825,153,45,742,True
n06-186-07-04,it,2,236.349466368826,79,51,702,True
n06-194-00-01,You,3,230.84714285714287,100,63,105,True
n06-194-00-09,said,4,223.50068027210884,147,45,259,True
n06-194-00-10,the,3,219.99621212121207,90,44,5825,True
n06-194-00-11,man,3,206.7255334805004,151,27,151,True
n06-194-01-05,We,2,216.67721518987335,79,50,100,True
n06-194-02-01,and,3,226.5397101449276,150,46,2473,True
n06-194-02-02,a,1,191.540625,40,24,2260,True
n06-194-02-06,But,3,223.8183829787234,125,47,173,True
n06-194-02-08,of,2,230.09452639751552,92,56,3190,True
n06-194-03-02,in,2,226.7329388560157,65,39,1799,True
n06-194-03-05,It,2,224.07474747474745,77,45,275,True
n06-194-03-07,be,2,219.093671679198,76,42,723,True
n06-194-03-08,a,1,186.76849894291755,43,22,2260,True
n06-194-04-07,you,3,238.92818554396425,176,61,366,True
n06-194-04-10,a,1,200.9027777777777,48,24,2260,True
n06-194-05-00,on,2,204.9002739726028,73,25,697,True
n06-194-05-04,to,2,213.3359788359789,63,42,2647,True
n06-194-05-05,the,3,213.8944920440636,95,43,5825,True
n06-194-05-08,then,4,218.0545620437956,137,40,98,True
n06-194-05-09,we,2,201.86522108843536,84,28,253,True
n06-194-06-01,by,2,229.4376984126984,84,60,487,True
n06-194-06-02,what,4,228.2749241044323,183,45,154,True
n06-194-06-03,we,2,203.25,86,26,253,True
n06-194-06-04,said,4,228.10631578947368,171,50,259,True
n06-194-06-05,at,2,221.61454156642608,87,43,560,True
n06-194-06-06,the,3,212.5001313370108,81,47,5825,True
n06-194-07-00,said,4,228.70409356725145,171,50,259,True
n06-194-07-04,We,2,223.2288074712644,116,48,100,True
n06-194-07-07,the,3,218.8062126642772,93,45,5825,True
n06-194-07-09,out,3,223.39884046381448,122,41,207,True
n06-194-07-10,of,2,229.16289592760185,85,65,3190,True
n06-201-00-00,I,1,230.4392006802721,49,48,648,True
n06-201-00-05,all,3,225.26640522875817,85,45,243,True
n06-201-00-06,this,4,227.0820984500085,103,57,353,True
n06-201-00-08,in,2,228.3547297297297,37,48,1799,True
n06-201-01-00,with,4,227.17116883116887,140,55,742,True
n06-201-01-04,to,2,210.92743161094228,56,47,2647,True
n06-201-02-00,on,2,206.3337962962963,80,27,697,True
n06-201-02-01,the,3,215.3009484747501,83,47,5825,True
n06-201-02-04,but,3,225.22198275862067,116,44,418,True
n06-201-02-06,it,2,230.43465045592703,56,47,702,True
n06-201-02-07,was,3,207.76719415702985,106,31,1135,True
n06-201-02-08,a,1,195.59423503325945,41,22,2260,True
n06-201-03-02,so,2,205.1905472636816,67,30,212,True
n06-201-03-03,I,1,235.73651266766012,61,55,648,True
n06-201-03-05,in,2,232.62222222222223,68,45,1799,True
n06-201-04-01,for,3,228.3265830922533,102,61,839,True
n06-201-04-02,me,2,204.1413793103449,90,29,143,True
n06-201-04-08,said,4,226.87356781241672,139,54,259,True
n06-201-04-12,they,4,232.58397932816536,129,69,269,True
n06-201-04-13,do,2,215.7662162162162,74,50,121,True
n06-201-05-00,and,3,224.0493726132024,141,52,2473,True
n06-201-05-02,up,2,216.33705357142856,84,48,181,True
n06-201-05-03,the,3,220.65789473684208,95,46,5825,True
n06-201-05-06,it,2,221.98867536032944,62,47,702,True
n06-201-05-08,be,2,213.65453319851704,69,43,723,True
n06-201-05-09,a,1,196.71634615384616,40,26,2260,True
n06-201-05-11,or,2,208.77476313522823,86,27,268,True
n06-201-06-01,of,2,223.1157916157916,78,63,3190,True
n06-201-06-02,them,4,219.02512010981468,155,47,163,True
n06-201-06-04,no,2,206.7825892857143,80,28,188,True
n06-201-06-05,more,4,199.80060010911075,141,26,207,True
n06-201-06-07,I,1,231.41273584905665,53,48,648,True
n06-201-06-09,we,2,204.2904245709124,82,27,253,True
n06-201-06-10,can,3,186.06436877076413,86,28,144,True
n06-201-07-00,with,4,226.1878125822585,131,58,742,True
n06-201-07-01,them,4,217.57314814814808,144,45,163,True
n06-201-07-02,all,3,220.5202687569989,95,47,243,True
p01-147-00-03,a,1,204.79578754578756,42,26,2260,True
p01-147-00-06,by,2,217.2732468334878,78,83,487,True
p01-147-00-07,the,3,202.9250398724083,77,57,5825,True
p01-147-01-00,of,2,210.7704918032787,61,70,3190,True
p01-147-01-01,the,3,208.08624955814773,82,69,5825,True
p01-147-01-04,there,5,215.51528321019848,117,59,204,True
p01-147-01-05,was,3,207.5373980857852,91,31,1135,True
p01-147-01-06,a,1,210.83617424242425,32,33,2260,True
p01-147-02-02,the,3,209.50768897552524,81,57,5825,True
p01-147-02-06,his,3,226.31882242405263,103,62,708,True
p01-147-03-00,and,3,224.2079427083333,128,60,2473,True
p01-147-03-02,and,3,233.5975641025641,130,60,2473,True
p01-147-03-04,up,2,216.7244186046512,86,50,181,True
p01-147-03-07,It,2,208.80137684854665,74,53,275,True
p01-147-04-00,be,2,209.937306501548,68,57,723,True
p01-147-04-03,It,2,209.20314253647587,81,55,275,True
p01-147-04-04,was,3,200.6777777777777,96,30,1135,True
p01-147-04-06,He,2,194.76632801161105,78,53,321,True
p01-147-04-09,and,3,218.125,130,56,2473,True
p01-147-05-00,in,2,226.5990338164252,69,51,1799,True
p01-147-05-01,a,1,179.04797979797982,33,24,2260,True
p01-147-05-04,an,2,192.7567221510884,71,22,401,True
p01-147-07-00,were,4,190.9516806722689,112,34,306,True
p01-147-07-02,on,2,190.2334823646299,61,33,697,True
p01-147-07-03,in,2,224.2585034013605,69,49,1799,True
p01-147-07-04,his,3,215.02053571428573,112,60,708,True
p01-147-08-00,a,1,175.8709677419355,31,31,2260,True
p01-147-08-01,man,3,192.70766488413548,136,33,151,True
p01-147-08-02,was,3,207.92241379310343,116,49,1135,True
p01-147-08-04,and,3,223.36561771561767,143,60,2473,True
p01-147-08-06,his,3,204.6479779411765,68,48,708,True
p01-147-09-01,it,2,210.5299435028249,75,59,702,True
p01-147-09-02,was,3,195.9283411852219,109,37,1135,True
p01-147-09-05,his,3,210.13006177076184,94,62,708,True
p01-147-10-02,up,2,205.4990004997501,69,58,181,True
p01-147-10-03,before,6,219.8924697125663,173,73,98,True
p01-147-10-04,him,3,217.5049603174604,144,63,244,True
p01-147-10-05,in,2,222.6531468531469,78,55,1799,True
p01-147-10-06,some,4,213.29361111111112,180,40,140,True
p01-147-11-01,of,2,230.6458103493564,705,81,3190,True
p01-155-00-02,was,3,223.3688465684513,121,46,1135,True
p01-155-00-03,on,2,208.0296296296296,65,27,697,True
p01-155-00-06,in,2,240.28717620722736,59,53,1799,True
p01-155-00-07,a,1,196.7271557271557,37,21,2260,True
p01-155-01-02,but,3,218.9320617906684,122,52,418,True
p01-155-01-03,this,4,226.3945892907205,123,58,353,True
p01-155-01-04,was,3,221.673425499232,93,35,1135,True
p01-155-01-06,to,2,225.1513157894737,64,57,2647,True
p01-155-01-07,him,3,228.8669843430905,113,65,244,True
p01-155-01-08,now,3,211.80147058823533,119,32,116,True
p01-155-01-10,He,2,214.26174089068823,76,65,321,True
p01-155-02-02,as,2,217.1083333333333,72,35,702,True
p01-155-02-03,a,1,201.53542510121457,38,26,2260,True
p01-155-03-02,then,4,218.8009531819456,123,58,98,True
p01-155-03-03,a,1,195.22115384615384,26,20,2260,True
p01-155-03-07,He,2,223.8747023809524,105,64,321,True
p01-155-04-02,to,2,222.58027777777767,60,60,2647,True
p01-155-04-03,the,3,213.3147512864494,88,53,5825,True
p01-155-04-05,his,3,231.7421675191816,92,68,708,True
p01-155-04-08,to,2,218.84377302873983,69,59,2647,True
p01-155-05-01,out,3,223.7281445138269,152,59,207,True
p01-155-05-02,of,2,225.14761694616053,103,88,3190,True
p01-155-05-03,the,3,213.5960479429868,98,63,5825,True
p01-155-05-06,on,2,212.268311195446,85,31,697,True
p01-155-06-00,on,2,200.68649457538345,81,33,697,True
p01-155-06-02,his,3,226.8586901121305,109,72,708,True
p01-155-06-07,of,2,227.63876811594204,92,90,3190,True
p01-155-07-01,and,3,224.59049645390067,150,47,2473,True
p01-155-07-04,the,3,216.35180453529225,101,62,5825,True
p01-155-07-06,of,2,234.30509717638432,101,81,3190,True
p01-155-07-07,the,3,218.88956840817752,97,59,5825,True
p01-155-08-02,and,3,221.682605205825,171,51,2473,True
p01-155-08-04,in,2,237.06618819776716,66,57,1799,True
p01-155-09-01,and,3,220.37490445859876,157,50,2473,True
p01-168-00-00,He,2,213.35645780051152,92,68,321,True
p01-168-00-03,what,4,224.27538046619148,179,58,154,True
p01-168-00-04,to,2,222.8504016064257,83,60,2647,True
p01-168-00-06,of,2,231.1747936984246,93,86,3190,True
p01-168-00-07,it,2,228.35789473684207,65,57,702,True
p01-168-00-09,but,3,218.15841740226983,122,52,418,True
p01-168-00-10,it,2,217.5413580246914,54,60,702,True
p01-168-01-00,was,3,206.76200300075016,124,43,1135,True
p01-168-01-03,all,3,221.9178921568628,102,48,243,True
p01-168-01-07,he,2,223.56033658443295,83,63,885,True
p01-168-01-08,had,3,218.93174603174603,130,63,732,True
p01-168-02-00,been,4,222.7926842388381,143,65,373,True
p01-168-02-02,some,4,221.65654425612053,177,48,140,True
p01-168-02-04,of,2,230.3284123284124,99,78,3190,True
p01-168-02-07,do,2,219.2531760435572,95,58,121,True
p01-168-03-00,in,2,223.35967657798645,54,71,1799,True
p01-168-03-05,his,3,224.89684210526315,95,60,708,True
p01-168-04-03,as,2,199.17267552182165,68,31,702,True
p01-168-04-04,if,2,226.0936649825107,93,83,144,True
p01-168-04-05,the,3,220.57180352455944,127,63,5825,True
p01-168-04-08,had,3,224.156050955414,157,72,732,True
p01-168-04-10,in,2,226.5776119402985,67,60,1799,True
p01-168-05-00,his,3,222.750406283857,104,71,708,True
p01-168-05-03,so,2,193.33186705767352,62,33,212,True
p01-168-05-04,the,3,219.53890909090907,125,66,5825,True
p01-168-06-01,You,3,233.2716483516484,175,91,105,True
p01-168-06-03,very,4,226.24879337036705,139,79,119,True
p01-168-06-05,about,5,217.2119675456389,170,58,170,True
p01-168-06-10,he,2,194.15546218487395,34,35,885,True
p01-168-06-11,said,4,216.8346375143844,158,55,259,True
p01-168-06-14,to,2,218.4430641821946,69,63,2647,True
p01-174-00-03,I,1,216.28886872353297,58,57,648,True
p01-174-00-06,from,4,229.42098013629115,242,114,384,True
